Hole Depth,Rotary Torque,Rotary RPM,Standpipe Pressure,Weight on Bit,Hook Load,Differential Pressure,Inclination,Time Of Penetration,Total Mud Volume,Gamma at Bit,Bit Depth,Bit RPM,Line Wear,Block Height,Min Pressure,Min Hook Load,Min Torque,Min RPM,Min WOB,Rate Of Penetration
6503,1.719,29,1795,0.3,127.1,-10.5,2.8,0.3,389.9,-999.25,6503,128,133,83.6,1790,127,1,28,0.0,199.93
6504,1.764,29,1797,0.3,127.1,-9.4,2.8,0.3,390.7,-999.25,6504,128,133,82.6,1792,127,1,28,0.0,199.85
6505,1.933,29,1806,0.2,127.5,0.4,2.8,0.3,390.6,-999.25,6505,128,133,81.6,1794,127,1,28,0.0,200.08
6506,1.524,29,1808,0.0,127.5,1.6,2.8,0.3,390.7,-999.25,6506,128,133,80.6,1799,127,1,28,0.0,200.35
6507,1.453,29,1802,0.0,127.4,-4.3,2.8,0.3,390.8,-999.25,6507,128,133,79.6,1796,127,1,29,0.0,200.44
6508,1.367,29,1800,0.1,127.4,-5.9,2.8,0.3,390.7,-999.25,6508,128,133,78.6,1791,127,1,28,0.0,200.36
6509,1.554,29,1802,0.2,127.2,-4.3,2.8,0.3,391.2,-999.25,6509,128,133,77.6,1799,127,1,28,0.0,200.53
6510,1.55,29,1800,0.6,127.0,-5.9,2.8,0.3,391.6,-999.25,6510,128,133,76.6,1797,126,1,28,0.0,200.44
6511,1.487,29,1797,0.8,126.6,-8.5,2.8,0.3,391.4,-999.25,6511,128,133,75.6,1792,126,1,28,0.4,200.2
6512,1.483,29,1795,0.6,126.8,-10.8,2.8,0.3,391.6,-999.25,6512,128,133,74.6,1793,126,1,28,0.2,200.36
6513,1.397,29,1797,0.7,126.8,-8.7,2.8,0.3,392.4,-999.25,6513,128,133,73.6,1792,126,1,28,0.1,201.7
6514,1.689,29,1799,0.6,126.7,-7.0,2.8,0.24,392.9,-999.25,6514,128,133,72.6,1795,126,1,28,0.2,246.19
6515,4.207,29,1904,14.7,126.8,97.8,2.8,0.21,392.3,-999.25,6515,128,133,71.6,1794,112,1,28,0.2,290.07
6516,5.458,29,2889,16.8,113.3,338.1,2.8,1.78,387.6,-999.25,6516,156,133,70.7,2673,103,3,28,10.8,33.65
6517,6.406,29,3065,16.9,107.8,514.1,2.8,1.84,386.1,-999.25,6517,156,133,69.6,2847,103,3,28,12.2,32.66
6518,5.619,29,2963,17.2,106.7,411.6,2.8,1.78,386.0,-999.25,6518,156,133,68.6,2863,103,2,28,13.3,33.71
6519,6.353,29,3030,20.6,102.7,478.5,2.8,1.86,385.8,-999.25,6519,156,133,67.6,2861,99,3,28,17.2,32.31
6520,5.555,29,2959,20.1,100.9,407.8,2.8,3.09,385.8,-999.25,6520,156,133,66.6,2863,100,3,28,19.1,19.43
6521,5.462,29,3040,16.0,105.9,488.4,2.8,1.76,385.8,-999.25,6521,156,133,65.5,2903,105,3,28,14.1,34.07
6522,6.709,29,2979,15.2,106.4,427.8,2.8,1.75,385.6,-999.25,6522,156,133,64.6,2884,105,3,28,13.6,34.25
6523,6.117,29,2928,14.7,106.5,376.3,2.8,1.75,385.8,-999.25,6523,156,133,63.6,2856,105,3,28,13.5,34.28
6524,6.702,29,2922,15.6,117.5,370.6,2.8,1.75,386.1,134.12,6524,156,133,62.6,2716,104,2,28,2.5,34.29
6525,4.345,29,2682,10.2,116.9,202.9,2.8,1.76,386.6,136.47,6525,154,133,61.7,2530,110,2,28,3.0,34.04
6526,5.151,29,2838,10.2,112.5,359.0,2.8,1.76,386.4,134.12,6526,154,133,60.6,2683,110,3,28,7.5,34.17
6527,5.016,29,2812,9.4,113.1,332.6,2.8,1.74,386.3,138.82,6527,154,133,59.6,2660,110,3,28,6.9,34.48
6528,5.51,29,2823,10.6,110.8,343.7,2.8,1.75,386.2,141.18,6528,154,133,58.6,2724,109,3,28,9.2,34.31
6529,4.96,29,2861,11.1,110.3,382.2,2.8,1.72,386.1,136.47,6529,153,133,57.6,2749,109,3,28,9.7,34.86
6530,5.626,29,2846,13.2,109.9,366.3,2.8,1.53,386.1,141.18,6530,154,133,56.6,2764,107,3,28,10.1,39.2
6531,5.709,29,2843,13.8,107.3,363.3,2.8,1.53,386.1,141.18,6531,154,133,55.6,2771,106,3,28,12.7,39.12
6532,5.679,29,2877,13.9,107.2,397.7,2.8,1.53,386.2,141.18,6532,154,133,54.6,2776,106,3,28,12.8,39.16
6533,5.477,29,2844,13.6,107.2,364.7,2.8,1.53,386.4,141.18,6533,154,133,53.6,2790,106,3,28,12.8,39.21
6534,5.75,29,2884,13.9,107.2,405.0,2.8,1.54,386.1,138.82,6534,154,133,52.6,2789,106,3,28,12.8,38.96
6535,6.93,29,2916,13.8,107.6,436.7,2.8,1.53,386.1,143.53,6535,154,133,51.6,2838,106,3,28,12.6,39.23
6536,6.439,29,2927,12.8,108.9,447.3,2.8,1.54,385.9,138.82,6536,154,133,50.6,2772,108,3,28,11.1,39.03
6537,6.593,29,2862,13.0,108.1,383.0,2.8,1.54,386.4,131.76,6537,154,133,49.6,2780,107,3,28,11.9,38.99
6538,5.803,29,2831,13.0,108.0,351.3,2.8,1.53,385.8,141.18,6538,154,133,48.6,2773,107,3,28,12.2,39.1
6539,5.282,29,2823,13.0,108.2,344.1,2.8,1.53,386.1,141.18,6539,154,133,47.6,2759,107,3,28,11.8,39.18
6540,6.833,29,2858,13.4,111.0,378.8,2.8,1.52,386.0,141.18,6540,154,133,46.6,2712,107,3,28,9.0,39.35
6541,6.893,29,2828,12.7,111.8,348.7,2.8,1.53,386.1,138.82,6541,154,134,45.6,2710,107,3,28,8.2,39.16
6542,5.952,29,2743,8.7,113.8,263.4,2.8,1.54,386.2,134.12,6542,154,134,44.6,2682,111,3,28,6.2,39.08
6543,5.263,29,2744,7.9,113.5,265.1,2.8,1.54,385.7,129.41,6543,154,134,43.6,2695,112,3,28,6.5,38.86
6544,4.96,29,2719,7.0,114.5,239.9,2.8,1.52,385.4,138.82,6544,154,134,42.6,2684,113,3,28,5.6,39.39
6545,5.432,29,2745,8.1,114.3,265.6,2.8,1.55,385.5,138.82,6545,154,134,41.6,2666,112,3,28,5.5,38.79
6546,5.533,29,2727,7.0,114.2,247.9,2.8,1.54,384.8,141.18,6546,154,134,40.6,2671,113,3,28,5.8,39.07
6547,4.96,29,2704,7.5,117.8,224.8,2.8,1.53,385.3,143.53,6547,154,134,39.6,2584,113,2,28,2.2,39.28
6548,4.858,29,2750,7.3,117.1,270.4,2.8,1.54,385.0,141.18,6548,154,134,38.6,2584,113,3,28,2.7,39.05
6549,5.349,29,2749,8.2,113.6,270.0,2.8,1.54,385.6,131.76,6549,154,134,37.6,2689,112,3,28,6.4,38.86
6550,4.315,29,2697,9.3,124.6,264.3,0.7,1.59,391.2,136.47,6550,154,135,131.8,2472,118,1,29,0.2,37.77
6551,4.885,29,2698,10.1,118.3,265.3,0.7,1.56,387.0,138.82,6551,154,135,130.8,2650,117,3,29,8.8,38.4
6552,5.008,29,2758,10.1,118.0,325.6,0.7,1.56,384.9,136.47,6552,154,135,129.8,2677,117,3,29,9.1,38.44
6553,4.847,29,2736,9.8,118.4,302.9,0.7,1.56,383.6,131.76,6553,154,135,128.8,2701,117,3,29,8.7,38.46
6554,4.975,29,2733,9.7,118.5,300.7,0.7,1.57,382.4,134.12,6554,154,135,127.8,2700,117,3,29,8.6,38.31
6555,5.031,29,2727,12.9,118.7,294.4,0.7,1.56,380.9,134.12,6555,154,135,126.8,2675,114,3,29,8.4,38.46
6556,5.162,29,2755,14.0,115.1,322.4,0.7,1.58,379.2,131.76,6556,154,135,125.8,2714,113,3,29,12.1,38.03
6557,4.697,29,2758,13.2,118.5,325.3,0.7,1.56,378.4,141.18,6557,154,135,124.8,2704,114,3,29,8.6,38.45
6558,4.57,29,2722,9.6,119.0,289.1,0.7,1.56,377.9,145.88,6558,154,135,123.8,2670,117,3,29,8.1,38.42
6559,4.784,29,2722,10.1,118.4,289.0,0.7,1.56,375.6,136.47,6559,154,135,122.8,2685,117,3,29,8.7,38.35
6560,5.308,29,2735,10.4,118.7,302.0,0.7,1.56,374.2,131.76,6560,154,135,121.8,2686,117,3,29,8.5,38.44
6561,4.533,29,2736,9.6,118.7,303.3,0.7,1.56,372.8,131.76,6561,154,135,120.8,2689,117,3,29,8.4,38.49
6562,4.63,29,2726,10.3,118.2,292.9,0.7,1.56,372.1,136.47,6562,154,135,119.8,2692,117,3,29,8.9,38.44
6563,4.574,29,2764,10.2,118.0,331.3,0.7,1.56,371.1,136.47,6563,154,135,118.8,2699,117,3,29,9.1,38.37
6564,4.611,29,2719,10.0,117.9,286.4,0.7,1.57,370.6,134.12,6564,154,135,117.8,2680,117,3,29,9.2,38.31
6565,4.829,29,2715,10.6,118.2,282.7,0.7,1.56,370.0,138.82,6565,154,135,116.8,2646,117,3,29,8.9,38.37
6566,4.877,29,2711,10.5,118.4,278.1,0.7,1.57,368.4,138.82,6566,154,135,115.8,2664,117,3,29,8.7,38.28
6567,4.383,29,2697,9.3,118.6,264.0,0.7,1.57,367.4,138.82,6567,154,135,114.8,2671,118,3,29,8.5,38.3
6568,4.356,29,2734,9.3,118.7,301.5,0.7,1.56,366.0,134.12,6568,154,135,113.8,2675,118,3,29,8.4,38.49
6569,4.375,29,2687,9.4,119.0,254.8,0.7,1.56,365.0,120.0,6569,154,135,112.8,2651,118,3,29,8.1,38.44
6570,4.297,29,2678,9.0,119.1,245.7,0.7,1.58,364.3,134.12,6570,154,135,111.8,2639,118,2,29,8.0,38.09
6571,4.158,29,2670,9.0,118.9,237.3,0.7,1.56,362.5,136.47,6571,154,135,110.8,2651,118,3,29,8.2,38.39
6572,5.147,29,2688,10.0,118.8,255.7,0.7,1.57,362.2,134.12,6572,154,135,109.8,2631,117,3,29,8.3,38.3
6573,4.203,29,2671,9.1,119.0,238.0,0.7,1.57,361.9,136.47,6573,154,135,108.8,2647,118,3,29,8.2,38.32
6574,4.63,29,2697,10.2,118.4,264.3,0.7,1.56,360.9,134.12,6574,154,135,107.8,2646,117,3,29,8.7,38.48
6575,4.686,29,2689,9.8,118.4,256.1,0.7,1.56,359.4,138.82,6575,154,135,106.8,2657,117,3,29,8.7,38.4
6576,4.682,29,2738,10.4,118.5,305.8,0.7,1.56,358.9,134.12,6576,154,135,105.8,2663,117,3,29,8.6,38.37
6577,4.862,29,2724,10.2,118.2,291.0,0.7,1.57,357.6,134.12,6577,154,135,104.8,2672,117,3,29,8.9,38.3
6578,4.806,29,2719,10.1,118.9,286.0,0.7,1.56,357.0,131.76,6578,154,135,103.8,2645,117,3,29,8.2,38.41
6579,4.87,29,2717,10.2,118.1,284.0,0.7,1.56,355.9,141.18,6579,154,135,102.8,2661,117,3,29,9.0,38.34
6580,4.724,29,2733,10.4,118.4,300.2,0.7,1.56,355.0,141.18,6580,154,135,101.8,2680,117,3,29,8.7,38.48
6581,5.203,29,2736,11.6,118.3,303.3,0.7,1.57,354.6,134.12,6581,154,135,100.8,2661,115,3,29,8.8,38.31
6582,5.492,29,2782,11.7,117.6,349.3,0.7,1.38,353.8,136.47,6582,154,135,99.8,2707,115,3,29,9.5,43.54
6583,5.409,29,2785,11.9,117.4,352.5,0.7,1.37,353.4,136.47,6583,154,135,98.8,2698,115,3,29,9.7,43.84
6584,4.574,29,2762,10.9,117.8,328.9,0.7,1.37,352.5,134.12,6584,154,135,97.8,2716,116,3,29,9.3,43.81
6585,4.637,29,2735,10.7,117.9,302.7,0.7,1.36,352.3,129.41,6585,154,135,96.8,2706,116,3,29,9.2,44.0
6586,5.473,29,2781,12.3,116.7,348.3,0.7,1.37,351.3,136.47,6586,154,135,95.8,2688,115,3,28,10.2,43.79
6587,5.585,29,2781,14.1,116.0,348.0,0.7,1.36,350.4,143.53,6587,154,135,94.8,2715,113,3,28,11.2,44.05
6588,5.248,29,2743,15.2,114.2,310.3,0.7,1.36,349.6,136.47,6588,154,135,93.8,2680,112,3,28,12.9,44.01
6589,5.428,29,2739,15.5,116.8,306.5,0.7,1.36,347.8,134.12,6589,154,135,92.8,2638,112,3,28,10.3,44.17
6590,5.293,29,2739,12.6,116.5,306.4,0.7,1.36,347.2,141.18,6590,154,135,91.8,2668,114,3,28,10.7,43.98
6591,4.735,29,2730,11.1,117.1,297.6,0.7,1.37,346.4,141.18,6591,154,135,90.8,2693,116,3,29,10.0,43.95
6592,4.63,29,2717,10.9,117.1,284.8,0.7,1.37,346.1,138.82,6592,154,135,89.8,2681,116,3,29,10.1,43.82
6593,4.649,29,2718,11.1,116.9,285.5,0.7,1.37,343.9,138.82,6593,154,135,88.8,2693,116,3,29,10.3,43.71
6594,5.372,29,2728,11.5,116.8,295.1,0.7,1.37,342.6,141.18,6594,154,135,87.8,2675,116,3,29,10.2,43.82
6595,4.754,29,2722,10.8,117.3,289.5,0.7,1.37,342.9,143.53,6595,154,135,86.8,2683,116,3,28,9.8,43.82
6596,3.023,30,2482,5.0,125.3,49.5,4.3,3.98,352.4,143.53,6596,154,135,85.0,2444,122,2,29,1.5,15.08
6597,5.147,30,2728,11.5,121.9,295.1,4.3,1.37,350.7,143.53,6597,154,135,84.8,2483,116,2,29,4.8,43.74
6598,5.713,30,2743,12.4,116.6,310.2,4.3,1.36,343.8,138.82,6598,154,135,83.8,2669,115,3,29,10.5,44.0
6599,5.604,30,2740,12.4,116.5,306.8,4.3,1.36,342.6,136.47,6599,155,135,82.8,2673,115,3,29,10.6,44.0
6600,5.038,30,2774,11.3,117.4,341.5,4.3,1.36,341.3,136.47,6600,155,135,81.8,2690,116,3,29,9.7,43.99
6601,4.814,30,2761,11.0,117.9,328.7,4.3,1.36,340.3,134.12,6601,154,135,80.8,2709,116,3,29,9.2,44.16
6602,4.544,30,2728,10.6,117.8,295.5,4.3,1.36,339.3,134.12,6602,155,135,79.8,2691,117,3,29,9.3,44.06
6603,4.926,30,2763,11.8,117.8,330.1,4.3,1.37,338.7,131.76,6603,154,135,78.8,2673,115,3,29,9.3,43.84
6604,4.341,30,2747,10.4,117.8,314.2,4.3,1.37,338.2,129.41,6604,154,135,77.8,2711,117,3,29,9.3,43.89
6605,4.604,30,2738,11.0,117.4,305.7,4.3,1.37,337.6,131.76,6605,154,135,76.8,2705,116,3,29,9.8,43.87
6606,4.93,30,2728,11.2,117.1,295.4,4.3,1.36,336.9,131.76,6606,154,135,75.8,2698,116,3,29,9.9,44.16
6607,4.503,30,2726,10.7,117.3,293.1,4.3,1.37,336.2,131.76,6607,154,135,74.8,2695,116,3,29,9.8,43.78
6608,4.956,30,2724,11.1,117.2,291.6,4.3,1.37,336.2,127.06,6608,154,135,73.8,2688,116,3,29,9.9,43.88
6609,4.739,30,2724,11.0,117.1,291.1,4.3,1.38,335.4,129.41,6609,154,135,72.8,2692,116,3,29,10.0,43.53
6610,5.087,30,2753,11.7,116.9,320.7,4.3,1.37,334.7,129.41,6610,154,135,71.8,2691,115,3,29,10.3,43.82
6611,4.705,30,2747,11.3,117.4,314.7,4.3,1.37,334.8,136.47,6611,154,135,70.8,2694,116,3,29,9.7,43.87
6612,4.918,30,2767,11.6,117.1,334.2,4.3,1.36,333.4,138.82,6612,154,135,69.8,2698,116,3,29,10.1,44.02
6613,4.843,30,2756,11.2,117.6,322.9,4.3,1.37,333.0,138.82,6613,154,135,68.8,2715,116,3,29,9.5,43.9
6614,4.881,30,2733,11.1,117.4,300.1,4.3,1.36,333.1,131.76,6614,154,135,67.8,2674,116,3,29,9.6,44.14
6615,4.521,30,2709,10.6,117.6,276.6,4.3,1.36,331.6,127.06,6615,155,135,66.8,2684,116,3,29,9.5,44.02
6616,4.484,30,2708,10.4,117.5,275.7,4.3,1.36,331.4,127.06,6616,154,135,65.8,2690,117,3,29,9.6,44.09
6617,4.634,30,2704,10.2,117.7,271.6,4.3,1.36,330.8,129.41,6617,154,135,64.8,2684,117,3,29,9.4,44.06
6618,4.248,30,2706,10.1,117.8,273.6,4.3,1.36,330.4,129.41,6618,154,135,63.8,2677,117,3,29,9.3,44.14
6619,4.941,30,2736,14.5,117.5,303.7,4.3,1.37,330.2,129.41,6619,155,135,62.8,2670,113,3,29,9.6,43.93
6620,4.349,30,2712,13.9,114.2,279.7,4.3,1.37,329.6,134.12,6620,154,135,61.8,2683,113,3,29,12.9,43.88
6621,4.746,30,2715,13.1,117.7,281.9,4.3,1.37,329.3,134.12,6621,154,135,60.8,2680,114,3,29,9.4,43.89
6622,5.023,30,2739,11.7,117.5,306.3,4.3,1.34,329.1,131.76,6622,155,135,59.8,2662,115,3,29,9.6,44.7
6623,4.821,30,2716,10.7,117.7,283.4,4.3,1.34,329.0,129.41,6623,154,135,58.8,2682,116,3,29,9.4,44.91
6624,4.454,30,2694,9.9,117.9,261.6,4.3,1.35,327.7,127.06,6624,154,135,57.8,2684,117,3,29,9.2,44.57
6625,4.769,30,2726,10.8,117.7,293.2,4.3,1.35,325.2,129.41,6625,155,135,56.8,2681,116,3,29,9.4,44.37
6626,4.739,30,2732,11.1,117.5,298.9,4.3,1.35,326.3,127.06,6626,154,135,55.8,2672,116,3,29,9.6,44.44
6627,4.341,30,2714,10.2,117.8,281.7,4.3,1.35,325.8,124.71,6627,154,135,54.8,2694,117,3,29,9.3,44.49
6628,4.945,30,2755,12.0,117.6,322.0,4.3,1.35,325.6,124.71,6628,154,135,53.8,2679,115,3,29,9.5,44.49
6629,4.772,30,2757,11.1,117.7,324.2,4.3,1.35,324.5,134.12,6629,154,135,52.8,2698,116,3,29,9.5,44.57
6630,4.716,30,2721,11.0,117.5,288.8,4.3,1.35,324.2,134.12,6630,154,136,51.8,2678,116,3,29,9.6,44.55
6631,4.799,30,2708,10.6,117.4,275.2,4.3,1.35,323.5,136.47,6631,154,136,50.8,2680,117,3,29,9.7,44.6
6632,4.712,30,2721,10.7,117.6,288.4,4.3,1.35,323.3,138.82,6632,154,136,49.8,2690,116,3,29,9.5,44.5
6633,4.529,30,2726,15.8,117.6,293.8,4.3,1.34,322.7,138.82,6633,154,136,48.8,2652,111,2,29,9.5,44.67
6634,5.458,30,2829,19.3,111.5,396.6,4.3,1.35,322.4,138.82,6634,154,136,47.8,2712,108,4,29,15.5,44.47
6635,7.709,30,2954,19.8,116.8,521.2,4.3,1.33,321.8,138.82,6635,154,136,46.8,2731,107,3,29,10.3,45.0
6636,4.652,30,2731,11.5,116.8,298.2,4.3,1.35,320.8,136.47,6636,154,136,45.8,2686,116,3,29,10.3,44.37
6637,4.484,30,2708,11.5,117.1,275.2,4.3,1.35,320.7,136.47,6637,154,136,44.8,2685,116,3,29,10.0,44.31
6638,4.51,30,2715,11.5,116.8,282.1,4.3,1.35,320.4,136.47,6638,154,136,43.8,2679,116,3,29,10.3,44.61
6639,4.641,30,2759,11.5,116.7,326.5,4.3,1.34,319.9,134.12,6639,154,136,42.8,2696,116,3,29,10.4,44.7
6640,4.851,30,2759,11.4,116.5,326.3,4.3,1.35,319.4,129.41,6640,154,136,41.8,2735,116,3,29,10.6,44.59
6641,5.095,30,2763,11.9,116.8,330.2,4.3,1.35,318.8,131.76,6641,154,136,40.8,2712,115,3,29,10.3,44.55
6642,4.289,30,2724,11.7,116.5,291.5,4.3,1.34,317.8,134.12,6642,154,136,39.8,2710,115,3,29,10.6,44.74
6643,4.435,30,2717,11.7,116.3,284.2,4.3,1.34,317.6,134.12,6643,154,136,38.8,2699,115,3,29,10.8,44.86
6644,4.42,30,2717,12.9,116.4,284.5,4.3,1.35,316.8,134.12,6644,154,136,37.8,2698,114,3,29,10.7,44.41
6645,6.181,30,2673,8.2,126.2,240.0,9.2,0.72,307.7,138.82,6645,154,137,131.4,2477,119,1,29,0.0,83.39
6646,3.75,30,2859,6.9,121.4,426.4,9.2,0.72,307.3,141.18,6646,161,137,130.7,2647,120,3,29,5.7,82.83
6647,3.884,29,2854,6.5,123.6,421.6,9.2,2.13,305.7,138.82,6647,161,137,129.7,2211,121,2,29,3.5,28.15
6648,3.682,30,2832,6.4,123.1,399.3,9.2,2.13,305.8,141.18,6648,161,137,128.7,2239,121,2,29,4.0,28.13
6649,3.768,29,2865,6.4,122.2,432.0,9.2,2.14,304.7,141.18,6649,161,137,127.7,2827,121,2,29,4.9,28.1
6650,3.941,29,2824,6.7,123.6,391.3,9.2,2.14,304.9,141.18,6650,161,137,126.7,2204,120,2,29,3.5,28.07
6651,3.926,29,2830,8.9,122.0,397.4,9.2,2.14,303.8,141.18,6651,161,137,125.7,2237,118,2,29,5.1,28.04
6652,3.851,29,2860,9.3,120.3,427.2,9.2,2.14,303.5,145.88,6652,161,137,124.7,2637,118,3,29,7.0,28.08
6653,4.12,29,2641,7.1,122.7,208.0,9.2,2.14,302.0,138.82,6653,154,137,123.7,2590,120,2,29,4.5,28.01
6654,3.974,30,2632,5.6,122.4,199.0,9.2,2.14,302.5,136.47,6654,154,137,122.7,2604,121,2,29,4.7,28.06
6655,3.896,30,2628,5.6,122.3,195.2,9.2,2.13,302.1,141.18,6655,154,137,121.7,2604,122,2,29,4.8,28.11
6656,4.394,29,2675,7.9,122.0,242.7,9.2,2.13,301.4,141.18,6656,154,137,120.7,2589,119,2,29,5.1,28.11
6657,4.034,29,2668,7.5,121.4,234.9,9.2,1.73,301.2,136.47,6657,154,137,119.7,2621,120,3,29,5.7,34.61
6658,4.784,29,2718,8.3,119.7,285.8,9.2,1.36,300.1,134.12,6658,154,137,118.7,2660,119,3,29,7.3,43.96
6659,4.656,29,2718,8.5,119.2,285.2,9.2,1.37,300.9,136.47,6659,154,137,117.7,2682,119,3,29,7.9,43.88
6660,4.956,29,2730,9.1,119.1,297.5,9.2,1.36,299.4,138.82,6660,154,137,116.8,2701,118,3,29,8.0,44.25
6661,4.911,29,2736,8.9,119.1,303.4,9.2,1.36,298.5,138.82,6661,154,137,115.7,2687,118,3,29,8.0,44.16
6662,4.503,29,2733,8.7,119.6,300.2,9.2,1.37,297.7,120.0,6662,154,137,114.8,2684,118,3,29,7.6,43.86
6663,4.461,29,2676,9.7,144.0,186.1,9.2,1.63,298.1,91.76,6663,154,137,113.3,2511,139,2,29,4.0,36.92
6664,4.81,29,2741,10.8,139.0,250.1,9.2,1.24,297.2,112.94,6664,154,137,112.8,2677,138,3,29,9.4,48.43
6665,5.256,29,2772,12.2,138.6,281.5,9.2,1.23,296.0,136.47,6665,154,137,111.7,2701,136,3,29,9.8,48.86
6666,4.784,29,2735,11.2,138.5,244.3,9.2,1.23,296.1,138.82,6666,154,137,110.8,2689,137,3,29,9.9,48.78
6667,5.319,29,2750,12.2,137.6,259.4,9.2,1.23,292.7,138.82,6667,154,137,109.7,2681,136,3,29,10.8,48.85
6668,4.821,29,2751,11.8,137.8,260.8,9.2,1.23,293.5,138.82,6668,154,137,108.7,2681,137,3,28,10.6,48.81
6669,4.731,29,2723,12.0,137.5,233.0,9.2,1.23,294.9,138.82,6669,154,137,107.7,2691,136,3,29,11.0,48.84
6670,4.971,29,2735,12.0,137.6,244.2,9.2,1.23,294.3,134.12,6670,154,137,106.7,2679,136,3,28,10.8,48.82
6671,5.109,29,2715,12.7,137.3,224.2,9.2,1.23,294.0,138.82,6671,154,137,105.7,2671,136,3,29,11.1,48.67
6672,5.233,29,2709,12.6,136.9,218.4,9.2,1.24,293.8,143.53,6672,154,137,104.7,2683,136,3,29,11.5,48.51
6673,4.825,29,2707,12.0,137.8,216.2,9.2,1.23,293.7,136.47,6673,154,137,103.7,2671,137,3,29,10.7,48.75
6674,4.986,29,2700,11.7,137.8,209.5,9.2,1.23,293.3,141.18,6674,154,137,102.7,2662,137,3,29,10.6,48.89
6675,4.948,29,2705,11.8,138.1,214.6,9.2,1.23,291.9,143.53,6675,154,137,101.8,2668,137,3,29,10.3,48.8
6676,4.739,29,2714,11.3,137.9,223.5,9.2,1.24,291.6,138.82,6676,154,137,100.7,2681,137,3,29,10.5,48.52
6677,5.068,29,2742,11.7,137.9,251.2,9.2,1.22,290.0,138.82,6677,154,137,99.8,2679,137,3,29,10.6,49.29
6678,4.319,29,2861,11.1,140.6,370.8,9.2,1.21,289.8,138.82,6678,161,137,98.7,2677,137,3,29,8.0,49.59
